"X","SITE","Richardson_Slope","GEBCO_slope","resid","predict_steep","ISLAND","REGION"
1372,"FDP-00144",8.57807891,11.1532422701518,-2.5751633601518,"Shallow","Farallon de Pajaros","N.MARIAN"
1373,"FDP-00152",21.5152884,20.5232009887695,0.9920874112305,"Steep","Farallon de Pajaros","N.MARIAN"
1374,"FDP-00119",11.25997166,8.77233775456746,2.48763390543254,"Steep","Farallon de Pajaros","N.MARIAN"
1375,"MAU-00186",18.04888579,6.64036703109741,11.4085187589026,"Steep","Maug","N.MARIAN"
1376,"ALA-00101",9.331367182,11.8938653469086,-2.5624981649086,"Shallow","Alamagan","N.MARIAN"
1377,"ALA-00129",4.863301198,17.0945193767548,-12.2312181787548,"Shallow","Alamagan","N.MARIAN"
1378,"ALA-00104",29.2731978,19.4451594352722,9.8280383647278,"Steep","Alamagan","N.MARIAN"
1379,"ALA-00116",3.078455339,7.19353628158569,-4.11508094258569,"Shallow","Alamagan","N.MARIAN"
1380,"ALA-00096",3.174938879,15.0331249237061,-11.8581860447061,"Shallow","Alamagan","N.MARIAN"
1381,"ALA-00112",11.46279437,19.5964019298553,-8.1336075598553,"Steep","Alamagan","N.MARIAN"
1382,"ALA-00139",23.24036692,25.4398708343506,-2.1995039143506,"Steep","Alamagan","N.MARIAN"
1383,"ALA-00111",24.25453587,20.4613647460938,3.7931711239062,"Steep","Alamagan","N.MARIAN"
1384,"ALA-00140",25.73453314,25.5788955688477,0.155637571152301,"Steep","Alamagan","N.MARIAN"
1385,"MAU-00297",23.61703772,6.4659116268158,17.1511260931842,"Steep","Maug","N.MARIAN"
1386,"MAU-00340",16.25272995,14.6221619844437,1.6305679655563,"Steep","Maug","N.MARIAN"
1387,"MAU-00278",27.27981641,11.6076183319092,15.6721980780908,"Steep","Maug","N.MARIAN"
1388,"MAU-00193",26.63224456,8.68180403113365,17.9504405288664,"Steep","Maug","N.MARIAN"
1389,"MAU-00230",18.84577961,14.3820790052414,4.4637006047586,"Steep","Maug","N.MARIAN"
1390,"MAU-00199",22.46361966,9.59673377871513,12.8668858812849,"Steep","Maug","N.MARIAN"
1391,"MAU-00202",25.19186981,12.6752181053162,12.5166517046838,"Steep","Maug","N.MARIAN"
1392,"MAU-00226",22.60005375,14.6221619844437,7.9778917655563,"Steep","Maug","N.MARIAN"
1393,"MAU-00217",24.42453265,14.0925048589706,10.3320277910294,"Steep","Maug","N.MARIAN"
1394,"MAU-00188",22.33496905,8.01783907413483,14.3171299758652,"Steep","Maug","N.MARIAN"
1395,"MAU-00215",27.35697912,16.1633415222168,11.1936375977832,"Steep","Maug","N.MARIAN"
1396,"MAU-00341",17.16389671,14.4421888987223,2.7217078112777,"Steep","Maug","N.MARIAN"
1397,"MAU-00293",20.79276387,19.216770807902,1.575993062098,"Steep","Maug","N.MARIAN"
1398,"MAU-00198",19.58021862,13.5129766464233,6.0672419735767,"Steep","Maug","N.MARIAN"
1399,"MAU-00292",24.11047057,13.4418606758118,10.6686098941882,"Steep","Maug","N.MARIAN"
1400,"MAU-00216",24.91162899,18.6517264048258,6.2599025851742,"Steep","Maug","N.MARIAN"
1401,"MAU-00192",24.58043383,19.9097194671631,4.6707143628369,"Steep","Maug","N.MARIAN"
1402,"MAU-00299",17.08746174,11.1647391319275,5.9227226080725,"Steep","Maug","N.MARIAN"
1403,"MAU-00225",10.71207916,9.58326780796051,1.12881135203949,"Steep","Maug","N.MARIAN"
1404,"MAU-00204",16.6821366,10.7369289398193,5.9452076601807,"Steep","Maug","N.MARIAN"
1405,"MAU-00298",21.28396554,14.7869237263997,6.4970418136003,"Steep","Maug","N.MARIAN"
1406,"MAU-00190",19.3864428,14.3606100082397,5.0258327917603,"Steep","Maug","N.MARIAN"
1407,"MAU-00212",10.85991879,11.1647391319275,-0.304820341927499,"Steep","Maug","N.MARIAN"
1408,"MAU-00289",24.27734251,19.0159044265747,5.2614380834253,"Steep","Maug","N.MARIAN"
1409,"MAU-00195",18.79828343,10.4185862541199,8.3796971758801,"Steep","Maug","N.MARIAN"
1410,"MAU-00187",17.82173943,11.1286020278931,6.6931374021069,"Steep","Maug","N.MARIAN"
1411,"MAU-00203",22.30165399,16.0647945404053,6.2368594495947,"Steep","Maug","N.MARIAN"
1412,"MAU-00335",20.34600207,14.3606100082397,5.9853920617603,"Steep","Maug","N.MARIAN"
1413,"MAU-00185",23.61961072,15.4007606506348,8.2188500693652,"Steep","Maug","N.MARIAN"
1414,"GUG-00132",28.79974231,16.2245256900787,12.5752166199213,"Steep","Guguan","N.MARIAN"
1415,"GUG-00157",26.38217502,17.7444086074829,8.6377664125171,"Steep","Guguan","N.MARIAN"
1416,"GUG-00147",16.51642804,17.9394149780273,-1.4229869380273,"Steep","Guguan","N.MARIAN"
1417,"GUG-00137",25.85235724,17.382474899292,8.469882340708,"Steep","Guguan","N.MARIAN"
1418,"GUG-00154",27.1793792,17.2423435846965,9.9370356153035,"Steep","Guguan","N.MARIAN"
1419,"GUG-00122",25.64319969,19.9974880218506,5.6457116681494,"Steep","Guguan","N.MARIAN"
1420,"GUG-00130",4.749514419,20.2707716623942,-15.5212572433942,"Shallow","Guguan","N.MARIAN"
1421,"GUG-00140",4.585841237,14.7773628234863,-10.1915215864863,"Shallow","Guguan","N.MARIAN"
1422,"SAI-00433",11.56692677,9.01209592819214,2.55483084180786,"Steep","Saipan","S.MARIAN"
1423,"GUA-01167",10.65690754,11.5239615440369,-0.8670540040369,"Steep","Guam","S.MARIAN"
1424,"GUA-01160",11.46561791,10.5396971702576,0.9259207397424,"Steep","Guam","S.MARIAN"
1425,"GUA-01185",8.7957579,9.60093975067139,-0.80518185067139,"Shallow","Guam","S.MARIAN"
1426,"GUA-01202",8.66096481,9.94427347183228,-1.28330866183228,"Shallow","Guam","S.MARIAN"
1427,"GUA-01147",13.68735413,10.5396971702576,3.1476569597424,"Steep","Guam","S.MARIAN"
1428,"GUA-01156",12.22705756,9.94427347183228,2.28278408816772,"Steep","Guam","S.MARIAN"
1429,"GUA-01145",14.9222458,13.6924524307251,1.2297933692749,"Steep","Guam","S.MARIAN"
1430,"GUA-01148",15.86198579,14.101788520813,1.760197269187,"Steep","Guam","S.MARIAN"
1431,"GUA-01159",9.39511839,9.60093975067139,-0.20582136067139,"Shallow","Guam","S.MARIAN"
1432,"GUA-01193",15.67709189,17.8417584101359,-2.1646665201359,"Steep","Guam","S.MARIAN"
1433,"GUA-01191",7.355902421,9.60093975067139,-2.24503732967139,"Shallow","Guam","S.MARIAN"
1434,"GUA-01166",10.44206475,9.60093975067139,0.84112499932861,"Steep","Guam","S.MARIAN"
1435,"GUA-01203",9.733276592,10.5396971702576,-0.806420578257601,"Shallow","Guam","S.MARIAN"
1436,"GUA-01151",16.50724162,13.6924524307251,2.8147891892749,"Steep","Guam","S.MARIAN"
1437,"GUA-01146",13.99305222,10.5396971702576,3.4533550497424,"Steep","Guam","S.MARIAN"
1438,"GUA-01183",7.366418458,12.2561359405518,-4.8897174825518,"Shallow","Guam","S.MARIAN"
1439,"GUA-01182",8.537394744,10.5396971702576,-2.0023024262576,"Shallow","Guam","S.MARIAN"
1440,"GUA-01171",10.33829377,9.94427347183228,0.394020298167719,"Steep","Guam","S.MARIAN"
1441,"GUA-01301",9.405425779,9.94427347183228,-0.538847692832281,"Shallow","Guam","S.MARIAN"
1442,"GUA-01302",10.27591591,9.94427347183228,0.331642438167719,"Steep","Guam","S.MARIAN"
1443,"GUA-01303",11.3629721,9.94427347183228,1.41869862816772,"Steep","Guam","S.MARIAN"
1444,"GUA-01304",10.67813776,9.94427347183228,0.73386428816772,"Steep","Guam","S.MARIAN"
1445,"GUA-01305",11.20895475,10.5396971702576,0.6692575797424,"Steep","Guam","S.MARIAN"
1446,"GUA-01306",14.48406674,14.101788520813,0.382278219186999,"Steep","Guam","S.MARIAN"
1447,"GUA-01307",8.102402687,11.5239615440369,-3.4215588570369,"Shallow","Guam","S.MARIAN"
1448,"GUA-01308",11.75411797,10.5396971702576,1.2144207997424,"Steep","Guam","S.MARIAN"
1449,"GUA-01309",10.96448262,10.5396971702576,0.4247854497424,"Steep","Guam","S.MARIAN"
1450,"GUA-01310",9.665933926,9.94427347183228,-0.278339545832281,"Shallow","Guam","S.MARIAN"
1451,"GUA-01311",10.50902899,10.5396971702576,-0.0306681802576012,"Steep","Guam","S.MARIAN"
1452,"GUA-01312",7.745178154,11.5239615440369,-3.7787833900369,"Shallow","Guam","S.MARIAN"
